,char,dialog,movie,birth,death,gender,race
1344,PIPPIN,lt could well be dangerous!,The Two Towers ,,,Other,Hobbits
1345,PIPPIN,Give me it back. Merry!,The Two Towers ,,,Other,Hobbits
1346,PIPPIN,What's happening?!,The Two Towers ,,,Other,Hobbits
1347,MERRY,Aaagh!It's got my leg!,The Two Towers ,,,Other,Hobbits
1348,PIPPIN,Merry!,The Two Towers ,,,Other,Hobbits
1349,MERRY,Help!,The Two Towers ,,,Other,Hobbits
1350,TREEBEARD,Away with you.You should not be waking.Eat earth. Dig deep. Drink water.,The Two Towers ,YT,,Male,Ents
1351,TREEBEARD,"Go to sleep.Away with you. ,Come, the forest is waking up.",The Two Towers ,YT,,Male,Ents
1352,TREEBEARD,It isn't safe.The trees have grown wildand dangerous.Anger festers in their hearts.Black are their thoughts.Strong is their hate.They will harm you if they can.There are too few of us now.Too few of us Ents left to manage them.,The Two Towers ,YT,,Male,Ents
1353,FRODO,"It's too late. It's over. They've taken it Sam, they took the Ring!",The Return of the King ,,,Other,Hobbits
1354,SAM,Begging your pardon but they haven't.,The Return of the King ,,,Other,Hobbits
1355,SAM,"I thought I'd lost you. So I took it, only for safekeeping.",The Return of the King ,,,Other,Hobbits
1356,FRODO,"Give it to me! , Give me the Ring Sam. , Sam! Give me the Ring. , You must understand. The Ring is my burden. It will destroy you Sam.",The Return of the King ,,,Other,Hobbits
1357,SAM,Come on Mr Frodo. We'd best find you some clothes. You can't go walking through Mordor in nowt but your skin.,The Return of the King ,,,Other,Hobbits
1358,SAM,We did it Mr Frodo. We made it to Mordor.,The Return of the King ,,,Other,Hobbits
1359,FRODO,There are so many of them. We'll never get through unseen.,The Return of the King ,,,Other,Hobbits
1360,FRODO,"It's Him, the Eye!",The Return of the King ,,,Other,Hobbits
1361,SAM,"We have to go in there Mr Frodo. There's nothing for it. , Come on let's just make it down the hill for starters.",The Return of the King ,,,Other,Hobbits
1362,GANDALF,"Frodo has passed beyond my sight. , The darkness is deepening.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1363,ARAGORN,If Sauron had the Ring we would know it.,The Return of the King ,,,Other,Men
1364,GANDALF,"It's only a matter of time. He has suffered a defeat, yes, but behind the walls of Mordor our enemy is regrouping.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1365,GIMLI,Let him stay there! Let him rot! Why should we care?,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1366,GANDALF,"Because 10,000 Orcs now stand between Frodo and Mount Doom.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1367,SARUMAN,The Forest of Fangornlies on our doorstep. Burn it.,The Two Towers ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1368,ORC,Yes.,The Two Towers ,,,Other,Uruk-hai/Orcs
1369,WILDMAN,We will fight for you.,The Two Towers ,,,Other,Men
1370,SARUMAN,Swear it.,The Two Towers ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1371,WILDMAN,We will die for Saruman.,The Two Towers ,,,Other,Men
1372,SARUMAN,The Horse-Men took your lands.They drove your people into the hillsto scratch a living off rocks.,The Two Towers ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1373,WILDMAN,Murderers!,The Two Towers ,,,Other,Men
1374,SARUMAN,Take back the lands they stole from you.Burn every village!,The Two Towers ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1375,SARUMAN,We have only to remove thosewho oppose us.It will begin in Rohan.Too long have these peasantsstood against you.But no more.,The Two Towers ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1376,MORWEN,Eothain! Eothain!You take your sister.You'll go faster with just two.,The Two Towers ,FA 443,FA 500,Female,Men
1377,MORWEN,Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,The Two Towers ,FA 443,FA 500,Female,Men
1378,SAM,There are dead things!Dead faces in the water.,The Two Towers ,,,Other,Hobbits
1379,GOLLUM,"All dead. All rotten.Elves and Men and Orcses.A great battle long ago.Dead Marshes.Yes. Yes, that is their name.This way.Don't follow the lights.",The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1380,GOLLUM,Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1381,SAM,Frodo!,The Two Towers ,,,Other,Hobbits
1382,FRODO,Gollum?,The Two Towers ,,,Other,Hobbits
1383,GOLLUM,Don't follow the lights.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1384,FRODO,Gollum!,The Two Towers ,,,Other,Hobbits
1385,SAM,Mr. Frodo!Are you all right?,The Two Towers ,,,Other,Hobbits
1386,GOLLUM,So bright.So beautiful.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1387,GOLLUM,(strokes his own palm)Our precious.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1388,FRODO,What did you say?,The Two Towers ,,,Other,Hobbits
1389,GOLLUM,Master should be resting.Master needs to keep up his strength.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1390,FRODO,Who are you?,The Two Towers ,,,Other,Hobbits
1391,GOLLUM,Mustn't ask us. Not its business.Gollum. Gollum.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1392,SAM,It must be getting near teatime. Leastways it would be in decent places where there is still teatime.,The Return of the King ,,,Other,Hobbits
1393,GOLLUM,We're not in decent places.,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
1394,SAM,Mr Frodo? What is it?,The Return of the King ,,,Other,Hobbits
1395,FRODO,It's just a feeling. I don't think I'll be coming back.,The Return of the King ,,,Other,Hobbits
1396,SAM,Yes you will. Of course you will. That's just morbid thinking. We're going there and back again just like Mr Bilbo. You'll see.,The Return of the King ,,,Other,Hobbits
1397,FRODO,I think these lands were once part of the Kingdom of Gondor.,The Return of the King ,,,Other,Hobbits
1398,FRODO,"Long ago, when there was a King.",The Return of the King ,,,Other,Hobbits
1399,SAM,"Mr Frodo, look! The King has got a crown again.",The Return of the King ,,,Other,Hobbits
1400,MERRY,What are they eating when they can't get hobbit ?,The Fellowship of the Ring ,,,Other,Hobbits
1401,ARAGORN,,The Fellowship of the Ring ,,,Other,Men
1402,FRODO,Who is she ? This woman you sing of ?,The Fellowship of the Ring ,,,Other,Hobbits
1403,ARAGORN,Tis the Lady of L'thien. The Elf Maiden who gave her love to Beren ... a mortal,The Fellowship of the Ring ,,,Other,Men
1404,FRODO,What happened to her?,The Fellowship of the Ring ,,,Other,Hobbits
1405,ARAGORN,She died.,The Fellowship of the Ring ,,,Other,Men
1406,SARUMAN,The power of Isengard is at your command,The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1407,SARUMAN,Sauron. Lord of the Earth,The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1408,GIMLI,Stay close young hobbits.,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1409,GALADRIEL,"Frodo! , Frodo!",The Fellowship of the Ring ,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Elves
1410,GIMLI,..and are never seen again,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1411,GALADRIEL,"Your coming to us , is as the footsteps of doom. You bring great evil here! ,Ringbearer!",The Fellowship of the Ring ,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Elves
1412,SAM,Mr Frodo ?,The Fellowship of the Ring ,,,Other,Hobbits
1413,GIMLI,"Well! Here's one dwarf she won't ensnare so easily! I have the eyes of a hawk, and ears of a fox!",The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1414,GIMLI,Oh!,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1415,HALDIR,"The dwarf breathes so loud, we could have shot him in the dark.",The Fellowship of the Ring ,,,Other,Elves
1416,HALDIR,"Mae govannen, Legolas Thranduilion.",The Fellowship of the Ring ,,,Other,Elves
1417,SAM,You never know.,The Two Towers ,,,Other,Hobbits
1418,FRODO,Sam. My dear Sam.,The Two Towers ,,,Other,Hobbits
1419,SAM,"It's very special, that.It's the best salt in all the Shire.",The Two Towers ,,,Other,Hobbits
1420,FRODO,It is special. It's a little bit of home.,The Two Towers ,,,Other,Hobbits
1421,FRODO,We can't leave this here for someoneto follow us down.,The Two Towers ,,,Other,Hobbits
1422,SAM,"Who's gonna follow us down hereMr. Frodo?It's a shame, really.Lady Galadriel gave me that.Real Elvish rope. Well, there's nothing for it.It's one of my knots.Won't come free in a hurry.",The Two Towers ,,,Other,Hobbits
1423,FRODO,Real Elvish rope.,The Two Towers ,,,Other,Hobbits
1424,SAM,"Mordor. The one place in Middle-earthwe don't want to see any closer.And it's the one placewe're trying to get to.It's just where we can't get. Let's face it, Mr. Frodo, we're lost.I don't think Gandalf meant for us tocome this way.",The Two Towers ,,,Other,Hobbits
1425,FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did.",The Two Towers ,,,Other,Hobbits
1426,SAM,"Mr. Frodo?It's the Ring, isn't it?",The Two Towers ,,,Other,Hobbits
1427,FRODO,It's getting heavier.,The Two Towers ,,,Other,Hobbits
1428,FRODO,What food have we got left?,The Two Towers ,,,Other,Hobbits
1429,SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread.",The Two Towers ,,,Other,Hobbits
1430,SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad.",The Two Towers ,,,Other,Hobbits
1431,FRODO,"Nothing ever dampens your spiritsdoes it, Sam?",The Two Towers ,,,Other,Hobbits
1432,BILBO,"My old sword, Sting , Here, take it, take it.",The Fellowship of the Ring ,,,Other,Hobbits
1433,FRODO,Its so light!,The Fellowship of the Ring ,,,Other,Hobbits
1434,BILBO,"Yes Yes , Made by the elves you know. The blade glows blue when orcs are close and its times like that my lad, when you have to be extra careful. Here's a pretty thing. , Mithril! , as light as a feather and as hard as dragon scales. Let me see you put it on, go on.",The Fellowship of the Ring ,,,Other,Hobbits
1435,BILBO,"My my old ring. Well I should... very much like to hold it again, one last time.",The Fellowship of the Ring ,,,Other,Hobbits
1436,BILBO,"I'm sorry I brought this upon you my boy , I'm sorry that you must carry this burden , I'm sorry for everything",The Fellowship of the Ring ,,,Other,Hobbits
1437,ELROND,"The Ringbearer is setting out on the quest of Mount Doom and you who travel with him, , no oath nor bond is laid to go further than you will , Farewell. Hold to your purpose and may the blessings of elves , and men ,, and all free folk , go with you.",The Fellowship of the Ring ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
1438,BOROMIR,You are no elf,The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1439,ARAGORN,Men of the South are welcome here,The Fellowship of the Ring ,,,Other,Men
1440,BOROMIR,Who are you ?,The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1441,ARAGORN,I'm a friend of Gandalf the Grey,The Fellowship of the Ring ,,,Other,Men
1442,BOROMIR,"Then we are here on a common purpose , friend.",The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1443,BOROMIR,"The shards of Narsil , The blade that cut the Ring from Sauron's hand , Ah! ,Its still sharp , but no more than a broken heirloom",The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1444,ARWEN,"Why do you fear the past. You are Isildur's heir, not Isildur himself. You are not bound to his fate",The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1445,PIPPIN,"He's not dead. HE'S NOT DEAD , NO! NO! He's not dead.",The Return of the King ,,,Other,Hobbits
1446,DENETHOR,Farewell Peregrin son of Paladin.,The Return of the King ,,,Other,Men
1447,PIPPIN,NO! NO!,The Return of the King ,,,Other,Hobbits
1448,DENETHOR,"I release you from my service. ,Go now and die and what way seems best to you.",The Return of the King ,,,Other,Men
1449,SOLDIER,"Come on soldier, move it.",The Return of the King ,,,Other,Men
1450,SOLDIER,"Hurry along there, hurry along.",The Return of the King ,,,Other,Men
1451,PIPPIN,"Gandalf! , Where's Gandalf? , GANDALF!",The Return of the King ,,,Other,Hobbits
1452,SNAGA,Just a mouthful......a bit of the flank.,The Two Towers ,,TA 3019,Male,Uruk-hai/Orcs
1453,UGLUK,Looks like meat's back on the menuboys.,The Two Towers ,,,Other,Uruk-hai/Orcs
1454,MERRY,Pippin.Let's go.,The Two Towers ,,,Other,Hobbits
1455,GRISHNAKH,Go on.Call for help. Squeal.No one's going to save you now.,The Two Towers ,,,Other,Uruk-hai/Orcs
1456,MERRY,Pippin!,The Two Towers ,,,Other,Hobbits
1457,PIPPIN,Aaaaaaaagh!,The Two Towers ,,,Other,Hobbits
1458,LEGOLAS,A red sun rises.Blood has been spilled this night.,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1459,ARAGORN,Riders of Rohan......what news from the Mark?,The Two Towers ,,,Other,Men
1460,EOMER,"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly!",The Two Towers ,TA 2990,FO 63,Male,Men
1461,GIMLI,"Give me your name, horse-masterand I shall give you mine.",The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1462,EOMER,"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground.",The Two Towers ,TA 2990,FO 63,Male,Men
1463,LEGOLAS,You would die before your stroke fell.,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1464,ARAGORN,"I am Aragorn, son of Arathorn.This is Gimli, son of Gloinand Legolas of the Woodland Realm.We are friends of Rohanand of Theoden, your king.",The Two Towers ,,,Other,Men
1465,EOMER,"Theoden no longer recognizesfriend from foe. Not even his own kin. ,Saruman has poisoned the mindof the king......and claimed lordship over these lands. My company are those loyal to Rohan.And for that, we are banished.The White Wizard is cunning.He walks here and there, they say......as an old man hooded and cloaked.And everywhere, his spiesslip past our nets.",The Two Towers ,TA 2990,FO 63,Male,Men
1466,SOLDIER,Very good sir.,The Return of the King ,,,Other,Men
1467,THEODEN,Gamling.,The Return of the King ,,,Other,Men
1468,GAMLING,My lord!,The Return of the King ,"Possibly late ,Third Age",,Male,Men
1469,THEODEN,Make haste across the Riddermark. Summon every able-bodied man to Dunharrow.,The Return of the King ,,,Other,Men
1470,GAMLING,I will.,The Return of the King ,"Possibly late ,Third Age",,Male,Men
1471,ARAGORN,Do you ride with us?,The Return of the King ,,,Other,Men
1472,EOWYN,"Just to the encampment. It's tradition for the women of the court to farewell the men. , The men have found their captain. They will follow you into battle. Even to death. You have given us hope.",The Return of the King ,TA 2995,FO,Female,Men
1473,MERRY,"Excuse me! , I have a sword. Please accept it! , I offer you my service Theoden King.",The Return of the King ,,,Other,Hobbits
1474,THEODEN,"And gladly, I accept it. , You shall be Meriadoc, esquire of Rohan.",The Return of the King ,,,Other,Men
1475,GIMLI,"Horse men! I wish I could muster an army of Dwarves, fully armed and filthy.",The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1476,LEGOLAS,Your kinsmen may have no need to ride to war. I fear war already marches on their own lands.,The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1477,THEODEN,,The Return of the King ,,,Other,Men
1478,EOMER,"Now is the hour, Riders of Rohan. Oaths you have taken. Now fulfil them all, to Lord and Land! Hah!",The Return of the King ,TA 2990,FO 63,Male,Men
1479,PIPPIN,Why are there so few of youwhen you have lived so long? Are there Ent children?,The Two Towers ,,,Other,Hobbits
1480,TREEBEARD,Bru-ra-hroom.There have been no Entingsfor a terrible long count of years.,The Two Towers ,YT,,Male,Ents
1481,MERRY,Why is that?,The Two Towers ,,,Other,Hobbits
1482,TREEBEARD,We lost the Entwives.,The Two Towers ,YT,,Male,Ents
1483,PIPPIN,"Oh, I'm sorry. How did they die?",The Two Towers ,,,Other,Hobbits
1484,TREEBEARD,Die? No.We lost them.And now we cannot find them. I don't suppose you've seen Entwives in the Shire?,The Two Towers ,YT,,Male,Ents
1485,MERRY,"Can't say that I have. You, Pip?",The Two Towers ,,,Other,Hobbits
1486,PIPPIN,What do they look like?,The Two Towers ,,,Other,Hobbits
1487,TREEBEARD,I don't remember now.,The Two Towers ,YT,,Male,Ents
1488,GANDALF,"Edoras and the Golden Hall of Meduseld. There dwells Theoden, King of Rohan...... whose mind is overthrown. Saruman's hold over King Theoden is now very strong.",The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1489,EOWYN,"My lord, your son......he is dead. , My lord? Uncle? Will you not go to him? Will you do nothing?",The Two Towers ,TA 2995,FO,Female,Men
1490,GANDALF,Be careful what you say.Do not look for welcome here.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1491,GRIMA,"Oh, he must have died sometime in the night. What a tragedy for the king......to lose his only son and heir.",The Two Towers ,,,Other,Men
1492,GANDALF,I've sent him to his death.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1493,ARAGORN,No. There is still hope for Frodo. He needs time and safe passage across the plains of Gorgoroth. We can give him that.,The Return of the King ,,,Other,Men
1494,GIMLI,How?,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1495,ARAGORN,Draw out Sauron's armies. Empty his lands. Then we gather our full strength and march on the Black Gate.,The Return of the King ,,,Other,Men
1496,EOMER,We cannot achieve victory through strength of arms.,The Return of the King ,TA 2990,FO 63,Male,Men
1497,ARAGORN,Not for ourselves. But we can give Frodo his chance if we keep Sauron's eye fixed upon us. Keep him blind to all else that moves.,The Return of the King ,,,Other,Men
1498,LEGOLAS,A diversion.,The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1499,GIMLI,"Certainty of death, small chance of success, what are we waiting for?",The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1500,GANDALF,Sauron will suspect a trap. He will not take the bait.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1501,ARAGORN,"Oh, I think he will.",The Return of the King ,,,Other,Men
1502,ARAGORN,"Long have you hunted me. Long have I eluded you. No more! , Behold, the Sword of Elendil!",The Return of the King ,,,Other,Men
1503,EOTHAIN,"Yes, Mama.",The Two Towers ,"Late ,Third Age",,Male,Men
1504,FREDA,"I don't want to leave.I don't want to go, Mama.",The Two Towers ,,,Other,Men
1505,MORWEN,"Freda, I will find you there.",The Two Towers ,FA 443,FA 500,Female,Men
1506,MORWEN,"Quickly! ,Go, child.",The Two Towers ,FA 443,FA 500,Female,Men
1507,SARUMAN,"Rohan, my lord......is ready to fall.",The Two Towers ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1508,EOMER,Theodred.Find the king's son!,The Two Towers ,TA 2990,FO 63,Male,Men
1509,ROHAN HORSEMAN,Mordor will pay for this,The Two Towers ,,,Other,Men
1510,EOMER,These Orcs are not from Mordor.,The Two Towers ,TA 2990,FO 63,Male,Men
1511,ROHAN HORSEMAN,"My Lord Eomer, over here!",The Two Towers ,,,Other,Men
1512,EOMER,He's alive.,The Two Towers ,TA 2990,FO 63,Male,Men
1513,EOWYN,Theodred.,The Two Towers ,TA 2995,FO,Female,Men
1514,EOWYN,"Your son is badly wounded, my lord.",The Two Towers ,TA 2995,FO,Female,Men
1515,EOMER,He was ambushed by Orcs.If we don't defend our countrySaruman will take it by force,The Two Towers ,TA 2990,FO 63,Male,Men
1516,GRIMA,That is a lie.Saruman the White has ever beenour friend and ally.,The Two Towers ,,,Other,Men
1517,FRODO,Gandalf told me you wereone of the river-folk.,The Two Towers ,,,Other,Hobbits
1518,GOLLUM,Cold be heart and hand and boneCold be travellers far from home,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1519,FRODO,He said your life was a sad story.,The Two Towers ,,,Other,Hobbits
1520,GOLLUM,They do not see what lies aheadWhen sun has failed and moon is dead,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1521,FRODO,You were not so very differentfrom a Hobbit once.Were you?Smeagol.,The Two Towers ,,,Other,Hobbits
1522,GOLLUM,What did you call me?,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1523,FRODO,"That was your name once, wasn't it?A long time ago.",The Two Towers ,,,Other,Hobbits
1524,GOLLUM,My name.My name.Smeagol.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1525,GOLLUM,Aagh!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1526,SAM,Black Riders!,The Two Towers ,,,Other,Hobbits
1527,GOLLUM,Hide! Hide!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1528,FRODO,Aagh!,The Two Towers ,,,Other,Hobbits
1529,FRODO,Aagh!,The Two Towers ,,,Other,Hobbits
1530,SAM,"Come on, Frodo. Come on!",The Two Towers ,,,Other,Hobbits
1531,GOLLUM,Quick! They will see us!They will see us!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1532,SAM,I thought they were dead.,The Two Towers ,,,Other,Hobbits
1533,GOLLUM,"Come on, Hobbits! Mustn't stop now. This way!",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
1534,PIPPIN,"So I imagine this is just a ceremonial position. , I mean, they don't actually expect me to do any fighting, do they?",The Return of the King ,,,Other,Hobbits
1535,GANDALF,You're in the service of the steward now. You'll have to do as you are told Peregrin Took.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1536,GANDALF,Ridiculous Hobbit! Guard of the Citadel!,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1537,GANDALF,Thank you.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1538,PIPPIN,There's no more stars! Is it time?,The Return of the King ,,,Other,Hobbits
1539,GANDALF,Yes.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1540,PIPPIN,It's so quiet.,The Return of the King ,,,Other,Hobbits
1541,GANDALF,It's the deep breath before the plunge.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1542,PIPPIN,"I don't want to be in a battle. But waiting on the edge of one I can't escape is even worse. , Is there any hope Gandalf, for Frodo and Sam?",The Return of the King ,,,Other,Hobbits
1543,GANDALF,"There never was much hope. Just a fool's hope. , Our enemy is ready. His full strength's gathered. Not only orcs, but men as well , Legions of Haradrim from the South, mercenaries from the coast , All will answer Mordor's call.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1544,CAPTAIN,Come on!,The Return of the King ,,,Other,Uruk-hai/Orcs
1545,SAURON,Build me an army worthy of Mordor,The Fellowship of the Ring ,"Before the creation of ,Arda","March 25 ,3019",Male,Maiar
1546,ORC,What orders from Mordor my Lord? What does the Eye command?,The Fellowship of the Ring ,,,Other,Uruk-hai/Orcs
1547,SARUMAN,We have work to do,The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1548,ORC,The trees are strong my Lord. The roots go deep,The Fellowship of the Ring ,,,Other,Uruk-hai/Orcs
1549,SARUMAN,Rip them all down,The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1550,ARAGORN,This was the great watch tower of Amon,The Fellowship of the Ring ,,,Other,Men
1551,ARAGORN,"These are for you. Keep them close, I'm going to have a look round, Stay here",The Fellowship of the Ring ,,,Other,Men
1552,MERRY,My tomato's burst!,The Fellowship of the Ring ,,,Other,Hobbits
1553,PIPPIN,Can I have some bacon?,The Fellowship of the Ring ,,,Other,Hobbits
1554,MERRY,OK. Want a tomato Sam ?,The Fellowship of the Ring ,,,Other,Hobbits
1555,FRODO,What are you doing ?,The Fellowship of the Ring ,,,Other,Hobbits
1556,MERRY,"Tomatoes, sausages, nice crispy bacon",The Fellowship of the Ring ,,,Other,Hobbits
1557,SAM,Saved some for you Mr Frodo,The Fellowship of the Ring ,,,Other,Hobbits
1558,SAM,Look Frodo. It's Mr Bilbo's trolls,The Fellowship of the Ring ,,,Other,Hobbits
1559,SAM,He's going cold!,The Fellowship of the Ring ,,,Other,Hobbits
1560,PIPPIN,Is he going to die ?,The Fellowship of the Ring ,,,Other,Hobbits
1561,ARAGORN,He's passing into the Shadow world. He'll soon become a wraith like them.,The Fellowship of the Ring ,,,Other,Men
1562,MERRY,They're close!,The Fellowship of the Ring ,,,Other,Hobbits
1563,ARAGORN,Sam! Do you know the Athelas plant ?,The Fellowship of the Ring ,,,Other,Men
1564,LEGOLAS,"Govannas v'n gwennen le, Haldir o L'rien.",The Fellowship of the Ring ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1565,HALDIR,"A, Aragorn in D'nedain istannen le ammen.",The Fellowship of the Ring ,,,Other,Elves
1566,ARAGORN,Haldir,The Fellowship of the Ring ,,,Other,Men
1567,GIMLI,So much for the legendary courtesy of the Elves! Speak words we can also understand!,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1568,HALDIR,"We have not had dealings with the dwarves, since the dark days.",The Fellowship of the Ring ,,,Other,Elves
1569,GIMLI,,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1570,ARAGORN,That! was not so courteous!,The Fellowship of the Ring ,,,Other,Men
1571,HALDIR,"You bring great evil with you ,You can go no further!",The Fellowship of the Ring ,,,Other,Elves
1572,ARAGORN,Boe ammen veriad l'n. Andelu i ven!,The Fellowship of the Ring ,,,Other,Men
1573,ARAGORN,Merin le telim.,The Fellowship of the Ring ,,,Other,Men
1574,HALDIR,Aragorn!,The Fellowship of the Ring ,,,Other,Elves
1575,ARAGORN,Andelu i ven.,The Fellowship of the Ring ,,,Other,Men
1576,GANDALF,"Frodo, come and help an old man ,How's your shoulder?",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1577,SAM,Those rain clouds might.,The Two Towers ,,,Other,Hobbits
1578,SAM,This looks strangely familiar.,The Two Towers ,,,Other,Hobbits
1579,FRODO,It's because we've been here before.We're going in circles.,The Two Towers ,,,Other,Hobbits
1580,SAM,What is that horrid stink?I warrant there's a nasty bog nearby. Can you smell it?,The Two Towers ,,,Other,Hobbits
1581,FRODO,Yes.....I can smell it.................We're not alone.,The Two Towers ,,,Other,Hobbits
1582,GOLLUM,"The thieves............... The thieves.The filthy little thieves.Where is it?.............Where is it?They stole it from us.............My precious.........Curse them, we hates them!It's ours, it is, and we wants it!",The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1583,FRODO,"This is Sting.You've seen it before......haven't you, Gollum?Release him or I'll cut your throat.",The Two Towers ,,,Other,Hobbits
1584,GOLLUM,Yessssss,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1585,GOLLUM,It burns!It burns us!It freezes!Nasty Elves twisted it.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1586,GOLLUM,Take it off us!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1587,SAM,"Quiet, you!It's hopeless. Every Orc in Mordor'sgoing to hear this racket. Let's just tie him up and leave him.",The Two Towers ,,,Other,Hobbits
1588,GOLLUM,No!That would kill us! Kill us!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
